Fp1,Fp2,F3
7.660652143500475,2.0533011156793766,3.267667991396885
6.150265521046105,5.339610232218861,9.365505543552104
18.104184408571395,15.370350857444468,18.420192887460516
25.97672801242253,27.585855006855326,28.33346829970619
19.386480984041746,18.02544230035368,23.11434499896829
17.970168796917314,20.939309699244458,29.77387908528338
36.33585002857749,38.219577169177576,35.98041836261575
29.8579363932264,29.702431234601825,32.40823714761585
22.691452325715836,20.42802732100512,20.251063647769584
26.39878454119021,25.876598120844555,31.62799680254104
24.65346808594035,18.251181884181193,19.365650374889082
22.209691004035925,19.919951064225117,23.53611099201401
14.084417170848196,16.92823726117927,11.495230017189554
-4.216595497965669,1.7960116976293072,-3.7323031119433447
-10.943492906675832,-3.358116965718834,-7.366074555059969
-5.456389779658224,-2.0771955020897543,-12.113793930623306
-8.465584982649958,-13.671509809600513,-14.945696994193538
-11.803382080076807,-9.301118933395479,-13.313425074496088
-27.179097704506653,-20.632905438866963,-23.332124233728155
-22.28238470462206,-22.654992419305866,-23.043727236213485
-7.483355011302114,-6.359792906693428,-15.178246565538842
-23.024277888063896,-16.199465356908924,-19.105560383220382
-14.574079133898058,-9.975018075123929,-11.933609963613883
-18.614572462765388,-22.749934149459122,-22.7306795174388
-12.510831878164696,-10.752995006334942,-13.219967833922999
-7.6955523316314665,-9.655933232275832,2.300459368332553
-4.759858171112256,-8.725170178410556,-5.184466902206196
2.2877544871478444,3.9538196596490227,3.744375628200347
-2.590722083469581,-1.030056734134774,6.52409612315798
-0.15023905486376776,5.019917827509248,6.925550134269095
9.972273317467128,0.4261274696513997,4.379377268307982
21.079022694117583,11.242617900617944,26.34146552999687
9.906066427071528,8.355048841170042,9.291153805268362
1.8333461056557359,5.611164974670033,13.284343634965332
8.783582447213158,4.926175211140368,11.358848221608417
-6.019002404350627,-1.1451083487923706,5.627900015746736
-0.4300717123233253,-0.49593503829990104,-1.75121749809838
-20.122507209167736,-18.667042557584498,-9.788042376310399
-16.60753217579672,-18.068365282280354,-12.625654233604536
-11.224734091773234,-9.89969178410585,-8.12355830458665
-8.720630875949691,-10.83677726387317,-8.573083514912259
-15.676819988198172,-18.055114757652436,-18.49094079562196
-15.78756993783722,-21.394558700028306,-23.958769228584707
-15.10675837203587,-19.53003718918389,-21.47120136036559
-20.7322050071851,-20.98459188363299,-25.578320895933064
-16.3912850847238,-15.438150177976862,-21.602215197018012
-13.074861350350835,-12.317577111694785,-14.574373626112239
-4.144604763840804,1.4928240810196054,-2.302767381821189
2.4662426271177993,5.146337231488527,-4.263515465572361
0.18865786806644458,-2.276983548814723,-5.056891632007721
12.157303128876753,11.718115512051913,9.378292422546409
18.667023228572525,16.188767973154384,10.32599691280588
11.672958798359392,13.406536711894152,18.575385641214236
23.191447665405985,25.600546414917833,24.7015969708247
34.192378535938595,30.29337614390605,30.98690530496628
33.51867207660401,28.017655690691438,33.93923997682852
28.011752474125785,21.645325899896562,29.35879836403381
25.42839938671922,18.02287388211433,27.280227926171538
23.42584555166022,30.584343218592743,28.79659956031056
24.68344278087008,21.474577858260457,25.468698183411544
8.443027470698599,16.991975825833467,13.61305646224105
5.291131760577191,8.279178952606799,9.042250423729488
0.6455898502893098,-0.7524894085975184,-1.216483773812972
-6.622603603559911,-10.532025580420864,-10.304208227714195
-4.453556696798163,-4.4068021309113945,-2.0345482392077434
-13.818982992723518,-5.896835557976534,-10.582695097248804
-21.881758206313748,-17.77548695267672,-26.965674169307004
-23.03078983874743,-15.849507258902868,-12.309363103298558
-21.68309630155405,-25.09063280893567,-27.42186351984781
-33.24325873423699,-31.76771379336252,-28.718040529935877
-29.519665955365852,-30.047665818699727,-23.045336277266223
-18.692205072519958,-16.481802472366766,-16.676084693119744
-25.69514994159393,-20.14891765095903,-24.74740101604303
-7.3598339143913405,-6.9995343012490565,-10.914597489379052
-30.14381539842713,-27.513170971961188,-31.273607163861186
-9.598737418749327,-8.651548476096295,1.5204471966745468
-9.98812170429728,-10.011890785374069,-4.693577953091774
-0.11571528470712625,1.321797822862555,0.994787933231108
5.260865410798413,-0.5315771847056974,9.333018450238228
-3.4173028594453942,-2.4489874218401515,2.8436778442775443
16.672913529465717,10.048446955175399,13.518481005510198
20.30140363666672,15.750606400794878,24.823381730574123
24.953461796325588,22.981238751273015,30.053237765573904
19.095725508667048,13.557291022145368,17.828786812243333
14.35902208975783,3.684659432626039,12.613419592272106
9.265250995020043,10.850905811765628,15.853526932528846
12.735577818603677,8.819636149708183,14.804707850775442
11.856111152559112,11.873328901303191,13.838833877378296
2.5041947949752363,0.5474408868603962,0.7510342433254183
3.2556032231462977,-2.2342497703302833,4.945204014047003
-5.366531452695824,-3.249753646158268,-5.188397452726813
0.40921452437512396,-0.6685865360236063,-3.6562962886917987
-14.219486779776261,-5.6058555339440845,-11.051762689763725
-11.653902606143562,-7.7998436051344076,-7.72435299892658
-7.587348168659387,-7.899502845271452,-10.242423084802816
-18.49833526670722,-10.087767373295984,-16.768828984462235
-10.695019537007344,-3.632838242665335,-6.839847853812864
-6.720395068935124,0.9511958280647479,-7.334985002396003
1.3890601299496024,2.2228213247570197,-2.473221459871279
1.6439596999562998,-1.779612448764007,-3.0594110083030825
-1.585633323393616,3.807734797854609,-0.6594400385655088
5.9390883197504865,3.167664481764888,8.824321631474142
12.58701672013207,13.240473207509831,5.890965311464138
8.882471809247765,5.684496098619439,12.740073342675654
17.24842761207139,16.471615515037936,19.23958135897161
17.594288567893855,23.346350642628636,21.564368969070273
23.968966563619684,23.75400335742034,30.005096628388422
14.462415964325114,13.226861257790047,14.728661621181868
12.794127196139659,13.395621081875781,13.948805070577079
8.231427094541317,5.182688881468967,13.689769444820055
