rms_uv,ptp_uv,std_uv,variance,kurtosis,skewness,zero_crossings,mean,min,max,delta_power,theta_power,alpha_power,beta_power,gamma_power,dominant_freq_hz,line_noise_power,high_freq_power,low_freq_power,theta_beta_ratio,alpha_theta_ratio,window_id,start_time_s,duration_s,recording_id
19.110753633613815,74.1991102293116,18.155215951933123,365.22090444468364,0.37657401513912436,-0.33403532604888525,42.0,-1.1306153349375263,-37.0995551146558,37.0995551146558,14.082761446114002,63.709815082647324,175.72466837061197,23.756404583830324,6.943294844810705,11.205783104891815,0.008568178393626166,3.4716474224053524,1.4082761446114003,2.681795338929826,2.7582040246491655,0,0.0,2.0,synthetic_test
16.754259007153433,84.25300072340293,15.91654605679576,280.7051948787819,0.8098578416370265,0.5027676129872799,43.0,0.6227112239002686,-42.12650036170147,42.12650036170147,14.386567201356366,67.28329312714814,168.306235700152,25.240596137622443,6.907527275078171,9.56837430761829,0.002991148268014576,3.4537636375390854,1.4386567201356366,2.6656776551667427,2.5014565708324716,1,2.0,2.0,synthetic_test
17.00806190734706,62.98945065620655,16.157658811979704,289.2741698441501,-0.6493916937437452,-0.57276910899946,42.0,0.6295295842218108,-31.494725328103275,31.494725328103275,11.951418933660015,63.301214766812095,174.21926670374998,22.32063917911233,8.148118666456002,11.003078596844222,0.0044289214630155995,4.074059333228001,1.1951418933660016,2.835994715870387,2.752226277892705,2,4.0,2.0,synthetic_test
17.663770208749412,70.3012818653435,16.78058169831194,312.00877798750327,0.7720947889752895,-0.6816863123605792,33.0,-0.8043157596599924,-35.15064093267175,35.15064093267175,16.595472629157268,59.038502780287686,186.74969027016982,23.9955482578158,7.804482281019188,8.501945187196602,0.008275651650043219,3.902241140509594,1.6595472629157269,2.4603939925005776,3.163184726502304,3,6.0,2.0,synthetic_test
76.93614679895002,543.2644569162214,73.08933945900252,5919.170684269588,10.192558151722313,0.3538182118542438,36.0,0.8953554307625996,-271.6322284581107,271.6322284581107,120.70004916336725,253.3159328198525,211.4836501000152,119.21264944422995,22.678885308058035,11.091085678660317,0.008412612496740763,11.339442654029018,12.070004916336726,2.12490817040652,0.8348612254500919,4,8.0,2.0,synthetic_test
15.65285958597575,69.31089243613309,14.87021660667696,245.0120132182729,1.93470599843339,0.00451909325615365,39.0,-0.6315777291653314,-34.655446218066544,34.655446218066544,15.535485331406523,58.088894055063946,177.91838298101555,25.385653000213242,6.4201119190325056,8.947733299626595,0.004461499683808915,3.2100559595162528,1.5535485331406524,2.2882568376151675,3.0628640099837705,5,10.0,2.0,synthetic_test
19.59181300969495,68.56790426306011,18.6122223592102,383.83913700685224,0.069746848841049,0.5324383696451189,36.0,0.2531652380379812,-34.28395213153006,34.28395213153006,20.5675548469781,60.87738762211592,185.61158665219844,26.648729035188,7.473977708181819,10.709572519555492,0.005132116209580128,3.7369888540909093,2.05675548469781,2.284438689054592,3.0489413869784436,6,12.0,2.0,synthetic_test
20.0970618770152,64.14498331495827,19.092208783164438,403.8918960885777,-0.639764527444133,-1.0701329393889896,44.0,0.820344012612456,-32.072491657479134,32.072491657479134,11.777988780089558,53.813270657166704,191.1321598901229,21.18738457937188,7.656175922669612,10.263126219363986,0.0037295730176435467,3.828087961334806,1.1777988780089559,2.5398732182149333,3.551766275419062,7,14.0,2.0,synthetic_test
18.687237179070436,71.56328227997307,17.752875320116914,349.2128333868324,-1.0024719316058948,-0.7003369955592815,44.0,-0.03361256470371301,-35.78164113998653,35.78164113998653,14.702897189985901,60.90461099279477,184.19026829378356,32.16710787217739,9.220795862185408,11.71657886884675,0.009392993905773809,4.610397931092704,1.4702897189985902,1.8933816255664562,3.0242417657929694,8,16.0,2.0,synthetic_test
69.35038147660136,283.3691440232534,65.88286240277128,4809.475410950133,8.984336989916535,0.00716602992207825,33.0,0.4547409121411344,-141.6845720116267,141.6845720116267,152.46019250374067,201.81869944966053,239.9026036996639,197.9675290625195,73.37702102940824,9.549290071901256,0.0020677938916742232,36.68851051470412,15.246019250374069,1.0194535457677243,1.1887035460730566,9,18.0,2.0,synthetic_test
